Designator,Footprint,Quantity,Value,LCSC Part #
,aa3185ee-0e55-4aa7-a417-5020a1ff9ee8,1,,
Jumper,LTC6812,1,LTC6812,
U2,QFP-64_11x11_Pitch0.5mm,1,LTC6812-1,
